Date,15yr
"Jul 01, 2011",8.647
"Jul 04, 2011",8.64
"Jul 05, 2011",8.634
"Jul 06, 2011",8.635
"Jul 07, 2011",8.647
"Jul 08, 2011",8.63
"Jul 11, 2011",8.61
"Jul 12, 2011",8.575
"Jul 13, 2011",8.581
"Jul 14, 2011",8.548
"Jul 15, 2011",8.569
"Jul 18, 2011",8.545
"Jul 19, 2011",8.533
"Jul 20, 2011",8.559
"Jul 21, 2011",8.555
"Jul 22, 2011",8.595
"Jul 25, 2011",8.599
"Jul 26, 2011",8.682
"Jul 27, 2011",8.69
"Jul 28, 2011",8.692
"Jul 29, 2011",8.704
"Aug 01, 2011",8.693
"Aug 02, 2011",8.684
"Aug 03, 2011",8.68
"Aug 04, 2011",8.665
"Aug 05, 2011",8.621
"Aug 08, 2011",8.566
"Aug 09, 2011",8.531
"Aug 10, 2011",8.526
"Aug 11, 2011",8.52
"Aug 12, 2011",8.555
"Aug 16, 2011",8.555
"Aug 17, 2011",8.562
"Aug 18, 2011",8.521
"Aug 22, 2011",8.534
"Aug 23, 2011",8.542
"Aug 24, 2011",8.527
"Aug 25, 2011",8.542
"Aug 26, 2011",8.563
"Aug 29, 2011",8.571
"Aug 30, 2011",8.58
"Sep 02, 2011",8.615
"Sep 05, 2011",8.571
"Sep 06, 2011",8.584
"Sep 07, 2011",8.59
"Sep 08, 2011",8.571
"Sep 09, 2011",8.573
"Sep 12, 2011",8.568
"Sep 13, 2011",8.58
"Sep 14, 2011",8.598
"Sep 15, 2011",8.59
"Sep 16, 2011",8.599
"Sep 19, 2011",8.589
"Sep 20, 2011",8.588
"Sep 21, 2011",8.588
"Sep 22, 2011",8.564
"Sep 23, 2011",8.556
"Sep 26, 2011",8.556
"Sep 27, 2011",8.557
"Sep 28, 2011",8.564
"Sep 29, 2011",8.683
"Oct 03, 2011",8.715
"Oct 04, 2011",8.741
"Oct 05, 2011",8.766
"Oct 07, 2011",8.913
"Oct 10, 2011",8.936
"Oct 11, 2011",8.902
"Oct 12, 2011",8.905
"Oct 13, 2011",8.908
"Oct 14, 2011",8.952
"Oct 17, 2011",8.944
"Oct 18, 2011",8.923
"Oct 19, 2011",8.924
"Oct 20, 2011",8.926
"Oct 21, 2011",8.944
"Oct 24, 2011",8.957
"Oct 25, 2011",8.902
"Oct 28, 2011",8.976
"Oct 31, 2011",8.975
"Nov 01, 2011",8.983
"Nov 02, 2011",8.971
"Nov 03, 2011",8.97
"Nov 04, 2011",9
"Nov 08, 2011",9.082
"Nov 09, 2011",9.123
"Nov 11, 2011",9.198
"Nov 14, 2011",9.172
"Nov 15, 2011",9.141
"Nov 16, 2011",9.148
"Nov 17, 2011",9.08
"Nov 18, 2011",9.132
"Nov 21, 2011",9.11
"Nov 22, 2011",9.128
"Nov 23, 2011",9.119
"Nov 24, 2011",9.103
"Nov 25, 2011",9.126
"Nov 28, 2011",9.15
"Nov 29, 2011",9.127
"Nov 30, 2011",9.015
"Dec 01, 2011",8.972
"Dec 02, 2011",8.936
"Dec 05, 2011",8.87
"Dec 07, 2011",8.824
"Dec 08, 2011",8.774
"Dec 09, 2011",8.77
"Dec 12, 2011",8.724
"Dec 13, 2011",8.694
"Dec 14, 2011",8.76
"Dec 15, 2011",8.756
"Dec 16, 2011",8.65
"Dec 19, 2011",8.593
"Dec 20, 2011",8.57
"Dec 21, 2011",8.582
"Dec 22, 2011",8.584
"Dec 23, 2011",8.621
"Dec 26, 2011",8.658
"Dec 27, 2011",8.698
"Dec 28, 2011",8.691
"Dec 29, 2011",8.732
"Dec 30, 2011",8.831
"Jan 02, 2012",8.683
"Jan 03, 2012",8.606
"Jan 04, 2012",8.604
"Jan 05, 2012",8.57
"Jan 06, 2012",8.509
"Jan 09, 2012",8.462
"Jan 10, 2012",8.478
"Jan 11, 2012",8.505
"Jan 12, 2012",8.505
"Jan 13, 2012",8.464
"Jan 16, 2012",8.482
"Jan 17, 2012",8.488
"Jan 18, 2012",8.476
"Jan 19, 2012",8.464
"Jan 20, 2012",8.469
"Jan 23, 2012",8.469
"Jan 24, 2012",8.611
"Jan 25, 2012",8.566
"Jan 27, 2012",8.589
"Jan 30, 2012",8.563
"Jan 31, 2012",8.571
"Feb 01, 2012",8.494
"Feb 02, 2012",8.472
"Feb 03, 2012",8.486
"Feb 06, 2012",8.486
"Feb 07, 2012",8.493
"Feb 08, 2012",8.512
"Feb 09, 2012",8.53
"Feb 10, 2012",8.53
"Feb 11, 2012",8.53
"Feb 13, 2012",8.531
"Feb 14, 2012",8.521
"Feb 15, 2012",8.516
"Feb 16, 2012",8.516
"Feb 17, 2012",8.512
"Feb 18, 2012",8.512
"Feb 19, 2012",8.512
"Feb 21, 2012",8.514
"Feb 22, 2012",8.528
"Feb 23, 2012",8.513
"Feb 24, 2012",8.523
"Feb 25, 2012",8.523
"Feb 27, 2012",8.517
"Feb 28, 2012",8.524
"Feb 29, 2012",8.506
"Mar 01, 2012",8.522
"Mar 02, 2012",8.516
"Mar 03, 2012",8.516
"Mar 05, 2012",8.512
"Mar 06, 2012",8.521
"Mar 07, 2012",8.519
"Mar 08, 2012",8.519
"Mar 09, 2012",8.534
"Mar 10, 2012",8.534
"Mar 12, 2012",8.524
"Mar 13, 2012",8.54
"Mar 14, 2012",8.537
"Mar 15, 2012",8.567
"Mar 16, 2012",8.598
"Mar 17, 2012",8.598
"Mar 19, 2012",8.599
"Mar 20, 2012",8.551
"Mar 21, 2012",8.55
"Mar 22, 2012",8.553
"Mar 23, 2012",8.553
"Mar 26, 2012",8.591
"Mar 27, 2012",8.639
"Mar 28, 2012",8.7
"Mar 29, 2012",8.698
"Mar 30, 2012",8.631
"Mar 31, 2012",8.631
"Apr 03, 2012",8.924
"Apr 04, 2012",8.9
"Apr 05, 2012",8.9
"Apr 08, 2012",8.9
"Apr 09, 2012",8.694
"Apr 10, 2012",8.797
"Apr 11, 2012",8.699
"Apr 12, 2012",8.66
"Apr 13, 2012",8.707
"Apr 14, 2012",8.707
"Apr 16, 2012",8.695
"Apr 17, 2012",8.623
"Apr 18, 2012",8.623
"Apr 19, 2012",8.658
"Apr 20, 2012",8.777
"Apr 21, 2012",8.777
"Apr 23, 2012",8.769
"Apr 24, 2012",8.75
"Apr 25, 2012",8.79
"Apr 26, 2012",8.827
"Apr 27, 2012",8.837
"Apr 28, 2012",8.837
"Apr 30, 2012",8.853
"May 01, 2012",8.853
"May 02, 2012",8.834
"May 03, 2012",8.829
"May 04, 2012",8.843
"May 05, 2012",8.843
"May 06, 2012",8.843
"May 07, 2012",8.847
"May 08, 2012",8.788
"May 09, 2012",8.813
"May 10, 2012",8.821
"May 11, 2012",8.856
"May 12, 2012",8.856
"May 14, 2012",8.837
"May 15, 2012",8.8
"May 16, 2012",8.776
"May 17, 2012",8.757
"May 18, 2012",8.773
"May 19, 2012",8.773
"May 21, 2012",8.786
"May 22, 2012",8.774
"May 23, 2012",8.765
"May 24, 2012",8.768
"May 25, 2012",8.769
"May 26, 2012",8.769
"May 28, 2012",8.738
"May 29, 2012",8.732
"May 30, 2012",8.695
"May 31, 2012",8.567
"Jun 01, 2012",8.574
"Jun 02, 2012",8.574
"Jun 04, 2012",8.525
"Jun 05, 2012",8.466
"Jun 06, 2012",8.465
"Jun 07, 2012",8.448
"Jun 08, 2012",8.478
"Jun 09, 2012",8.478
"Jun 11, 2012",8.474
"Jun 12, 2012",8.42
"Jun 13, 2012",8.391
"Jun 14, 2012",8.423
"Jun 15, 2012",8.463
"Jun 16, 2012",8.463
"Jun 18, 2012",8.544
"Jun 19, 2012",8.54
"Jun 20, 2012",8.52
"Jun 21, 2012",8.478
"Jun 22, 2012",8.465
"Jun 23, 2012",8.465
"Jun 25, 2012",8.458
"Jun 26, 2012",8.466
"Jun 27, 2012",8.472
"Jun 28, 2012",8.476
"Jun 29, 2012",8.492
"Jun 30, 2012",8.492
"Jul 01, 2012",8.492
"Jul 02, 2012",8.49
"Jul 03, 2012",8.456
"Jul 04, 2012",8.431
"Jul 05, 2012",8.448
"Jul 06, 2012",8.415
"Jul 07, 2012",8.415
"Jul 08, 2012",8.415
"Jul 09, 2012",8.402
"Jul 10, 2012",8.419
"Jul 11, 2012",8.413
"Jul 12, 2012",8.405
"Jul 13, 2012",8.41
"Jul 14, 2012",8.41
"Jul 16, 2012",8.36
"Jul 17, 2012",8.373
"Jul 18, 2012",8.341
"Jul 19, 2012",8.348
"Jul 20, 2012",8.34
"Jul 21, 2012",8.34
"Jul 23, 2012",8.324
"Jul 24, 2012",8.333
"Jul 25, 2012",8.351
"Jul 26, 2012",8.354
"Jul 27, 2012",8.351
"Jul 28, 2012",8.351
"Jul 30, 2012",8.369
"Jul 31, 2012",8.458
"Aug 01, 2012",8.457
"Aug 02, 2012",8.457
"Aug 03, 2012",8.474
"Aug 04, 2012",8.474
"Aug 05, 2012",8.474
"Aug 06, 2012",8.46
"Aug 07, 2012",8.418
"Aug 08, 2012",8.419
"Aug 09, 2012",8.42
"Aug 10, 2012",8.432
"Aug 11, 2012",8.432
"Aug 13, 2012",8.451
"Aug 14, 2012",8.445
"Aug 15, 2012",8.445
"Aug 16, 2012",8.462
"Aug 17, 2012",8.453
"Aug 18, 2012",8.453
"Aug 21, 2012",8.469
"Aug 22, 2012",8.459
"Aug 23, 2012",8.459
"Aug 24, 2012",8.453
"Aug 25, 2012",8.453
"Aug 27, 2012",8.441
"Aug 28, 2012",8.444
"Aug 29, 2012",8.445
"Aug 30, 2012",8.447
"Aug 31, 2012",8.469
"Sep 01, 2012",8.469
"Sep 03, 2012",8.449
"Sep 04, 2012",8.45
"Sep 05, 2012",8.445
"Sep 06, 2012",8.435
"Sep 07, 2012",8.447
"Sep 08, 2012",8.447
"Sep 10, 2012",8.442
"Sep 11, 2012",8.44
"Sep 12, 2012",8.449
"Sep 13, 2012",8.44
"Sep 14, 2012",8.458
"Sep 15, 2012",8.458
"Sep 17, 2012",8.448
"Sep 18, 2012",8.44
"Sep 19, 2012",8.44
"Sep 20, 2012",8.439
"Sep 21, 2012",8.432
"Sep 22, 2012",8.432
"Sep 23, 2012",8.432
"Sep 24, 2012",8.42
"Sep 25, 2012",8.429
"Sep 26, 2012",8.444
"Sep 27, 2012",8.439
"Sep 28, 2012",8.369
"Sep 29, 2012",8.369
"Oct 01, 2012",8.359
"Oct 02, 2012",8.359
"Oct 03, 2012",8.355
"Oct 04, 2012",8.347
"Oct 05, 2012",8.363
"Oct 06, 2012",8.363
"Oct 08, 2012",8.35
"Oct 09, 2012",8.341
"Oct 10, 2012",8.357
"Oct 11, 2012",8.361
"Oct 12, 2012",8.356
"Oct 13, 2012",8.356
"Oct 15, 2012",8.351
"Oct 16, 2012",8.338
"Oct 17, 2012",8.32
"Oct 18, 2012",8.307
"Oct 19, 2012",8.306
"Oct 20, 2012",8.306
"Oct 22, 2012",8.316
"Oct 23, 2012",8.325
"Oct 24, 2012",8.325
"Oct 25, 2012",8.323
"Oct 26, 2012",8.323
"Oct 29, 2012",8.326
"Oct 30, 2012",8.371
"Oct 31, 2012",8.396
"Nov 01, 2012",8.39
"Nov 02, 2012",8.39
"Nov 03, 2012",8.39
"Nov 05, 2012",8.382
"Nov 06, 2012",8.358
"Nov 07, 2012",8.361
"Nov 08, 2012",8.367
"Nov 09, 2012",8.379
"Nov 10, 2012",8.379
"Nov 12, 2012",8.375
"Nov 13, 2012",8.375
"Nov 15, 2012",8.373
"Nov 16, 2012",8.361
"Nov 17, 2012",8.361
"Nov 19, 2012",8.355
"Nov 20, 2012",8.361
"Nov 21, 2012",8.367
"Nov 22, 2012",8.382
"Nov 23, 2012",8.385
"Nov 24, 2012",8.385
"Nov 26, 2012",8.381
"Nov 27, 2012",8.361
"Nov 28, 2012",8.361
"Nov 29, 2012",8.367
"Nov 30, 2012",8.343
"Dec 01, 2012",8.343
"Dec 03, 2012",8.339
"Dec 04, 2012",8.337
"Dec 05, 2012",8.335
"Dec 06, 2012",8.343
"Dec 07, 2012",8.329
"Dec 10, 2012",8.323
"Dec 11, 2012",8.328
"Dec 12, 2012",8.333
"Dec 13, 2012",8.323
"Dec 14, 2012",8.304
"Dec 15, 2012",8.304
"Dec 17, 2012",8.314
"Dec 18, 2012",8.316
"Dec 19, 2012",8.325
"Dec 20, 2012",8.325
"Dec 21, 2012",8.317
"Dec 22, 2012",8.317
"Dec 23, 2012",8.317
"Dec 24, 2012",8.311
"Dec 25, 2012",8.311
"Dec 26, 2012",8.295
"Dec 27, 2012",8.282
"Dec 28, 2012",8.268
"Dec 29, 2012",8.268
"Dec 30, 2012",8.268
"Dec 31, 2012",8.23
"Jan 01, 2013",8.139
"Jan 02, 2013",8.135
"Jan 03, 2013",8.101
"Jan 04, 2013",8.086
"Jan 05, 2013",8.086
"Jan 07, 2013",8.063
"Jan 08, 2013",8.056
"Jan 09, 2013",8.049
"Jan 10, 2013",8.031
"Jan 11, 2013",8.02
"Jan 13, 2013",8.02
"Jan 14, 2013",7.94
"Jan 15, 2013",7.951
"Jan 16, 2013",7.997
"Jan 17, 2013",7.997
"Jan 18, 2013",8.014
"Jan 21, 2013",8.029
"Jan 22, 2013",8.028
"Jan 23, 2013",8.049
"Jan 24, 2013",8.02
"Jan 25, 2013",8.02
"Jan 28, 2013",8.018
"Jan 29, 2013",8.015
"Jan 30, 2013",8.037
"Jan 31, 2013",8.047
"Feb 01, 2013",8.049
"Feb 04, 2013",8.052
"Feb 05, 2013",8.043
"Feb 06, 2013",8.037
"Feb 07, 2013",8.036
"Feb 08, 2013",8.02
"Feb 09, 2013",8.02
"Feb 11, 2013",8.018
"Feb 12, 2013",8.043
"Feb 13, 2013",8.02
"Feb 14, 2013",8.014
"Feb 15, 2013",7.991
"Feb 17, 2013",7.991
"Feb 18, 2013",8.006
"Feb 19, 2013",8.006
"Feb 20, 2013",7.98
"Feb 21, 2013",7.987
"Feb 22, 2013",7.985
"Feb 25, 2013",7.985
"Feb 26, 2013",7.998
"Feb 27, 2013",7.988
"Feb 28, 2013",8.069
"Mar 01, 2013",8.084
"Mar 04, 2013",8.067
"Mar 05, 2013",8.055
"Mar 06, 2013",8.043
"Mar 07, 2013",8.043
"Mar 08, 2013",8.038
"Mar 11, 2013",8.04
"Mar 12, 2013",8.081
"Mar 13, 2013",8.086
"Mar 14, 2013",8.075
"Mar 15, 2013",8.079
"Mar 17, 2013",8.079
"Mar 18, 2013",8.075
"Mar 19, 2013",8.098
"Mar 20, 2013",8.115
"Mar 21, 2013",8.126
"Mar 22, 2013",8.161
"Mar 25, 2013",8.149
"Mar 26, 2013",8.178
"Mar 27, 2013",8.178
"Mar 28, 2013",8.172
"Mar 29, 2013",8.172
"Apr 02, 2013",8.196
"Apr 03, 2013",8.175
"Apr 04, 2013",8.166
"Apr 05, 2013",8.137
"Apr 08, 2013",8.107
"Apr 09, 2013",8.083
"Apr 10, 2013",8.089
"Apr 11, 2013",8.089
"Apr 12, 2013",8.077
"Apr 15, 2013",8.025
"Apr 16, 2013",8.007
"Apr 17, 2013",7.972
"Apr 18, 2013",7.926
"Apr 19, 2013",7.926
"Apr 22, 2013",7.914
"Apr 23, 2013",7.897
"Apr 24, 2013",7.897
"Apr 25, 2013",7.904
"Apr 26, 2013",7.879
"Apr 29, 2013",7.897
"Apr 30, 2013",7.885
"May 01, 2013",7.885
"May 02, 2013",7.879
"May 03, 2013",7.902
"May 06, 2013",7.896
"May 07, 2013",7.885
"May 08, 2013",7.81
"May 09, 2013",7.725
"May 10, 2013",7.691
"May 13, 2013",7.668
"May 14, 2013",7.579
"May 15, 2013",7.529
"May 16, 2013",7.474
"May 17, 2013",7.48
"May 20, 2013",7.419
"May 21, 2013",7.436
"May 22, 2013",7.43
"May 23, 2013",7.435
"May 24, 2013",7.419
"May 25, 2013",7.419
"May 27, 2013",7.408
"May 28, 2013",7.43
"May 29, 2013",7.462
"May 30, 2013",7.517
"May 31, 2013",7.497
"Jun 03, 2013",7.543
"Jun 04, 2013",7.488
"Jun 05, 2013",7.512
"Jun 06, 2013",7.519
"Jun 07, 2013",7.538
"Jun 08, 2013",7.538
"Jun 10, 2013",7.601
"Jun 11, 2013",7.664
"Jun 12, 2013",7.652
"Jun 13, 2013",7.684
"Jun 14, 2013",7.665
"Jun 16, 2013",7.665
"Jun 17, 2013",7.64
"Jun 18, 2013",7.666
"Jun 19, 2013",7.653
"Jun 20, 2013",7.833
"Jun 21, 2013",7.833
"Jun 23, 2013",7.833
"Jun 24, 2013",7.731
"Jun 25, 2013",7.718
"Jun 26, 2013",7.821
"Jun 27, 2013",7.828
"Jun 28, 2013",7.715
"Jul 01, 2013",7.732
"Jul 02, 2013",7.764
"Jul 03, 2013",7.81
"Jul 04, 2013",7.733
"Jul 05, 2013",7.798
"Jul 08, 2013",7.863
"Jul 09, 2013",7.817
"Jul 10, 2013",7.798
"Jul 11, 2013",7.734
"Jul 12, 2013",7.812
"Jul 15, 2013",7.793
"Jul 16, 2013",8.404
"Jul 17, 2013",8.404
"Jul 18, 2013",8.335
"Jul 19, 2013",8.336
